date,values
2024-08-03,105.47275487856524
2024-08-04,105.63639680851654
2024-08-05,105.51832985033528
2024-08-06,105.53761353538592
2024-08-07,105.55222473212086
2024-08-08,105.60741594053034
2024-08-09,105.36614408950697
2024-08-10,105.54118450366852
2024-08-11,105.5302248597862
2024-08-12,105.49481102813908
2024-08-13,105.42830582435174
2024-08-14,105.49372704793622
2024-08-15,105.43706672169739
2024-08-16,105.33411213324214
2024-08-17,105.49236648632784
2024-08-18,105.3925172872242
2024-08-19,105.38128716666165
2024-08-20,105.30188727703487
2024-08-21,105.4356521289595
2024-08-22,105.28207962701241
2024-08-23,105.33824903620729
2024-08-24,105.3603382173881
2024-08-25,105.30703200182842
2024-08-26,105.25946809726972
2024-08-27,105.29275928891269
2024-08-28,105.34215081118818
2024-08-29,105.20553801768084
2024-08-30,105.29619332470395
2024-08-31,105.24809978470104
2024-09-01,105.24055144751956
2024-09-02,105.18622288567431
2024-09-03,105.27929482900623
2024-09-04,105.19755973711001
2024-09-05,105.16354362783933
2024-09-06,105.20918370545719
2024-09-07,105.18656076937019
2024-09-08,105.15315585809886
2024-09-09,105.1473863121441
2024-09-10,105.18979867987875
2024-09-11,105.09311407886818
2024-09-12,105.12756206200554
2024-09-13,105.13164212369685
2024-09-14,105.11666340216901
2024-09-15,105.05978315062845
2024-09-16,105.10360762385665
2024-09-17,105.07674098860032
2024-09-18,105.04012808325945
2024-09-19,105.06057450016425
2024-09-20,105.05948130503026
2024-09-21,105.01904793614983
2024-09-22,105.00164367549353
2024-09-23,105.04000147526023
2024-09-24,104.99240632602499
2024-09-25,104.98784339686652
2024-09-26,104.98900998130951
2024-09-27,104.98873312511495
2024-09-28,104.93761139279357
2024-09-29,104.96614385654163
2024-09-30,104.9597291972921
2024-10-01,104.92908455623035
2024-10-02,104.91984480565925
2024-10-03,104.93095279182856
2024-10-04,104.90879541409042
2024-10-05,104.88289560560169
2024-10-06,104.91047540278623
2024-10-07,104.88005267146974
2024-10-08,104.86512372783285
2024-10-09,104.85748788216952
2024-10-10,104.87315604904107
2024-10-11,104.83051457648605
2024-10-12,104.83705363423246
2024-10-13,104.83645912594964
2024-10-14,104.81494676099832
2024-10-15,104.80049965006535
2024-10-16,104.80764082394126
2024-10-17,104.80064404240306
2024-10-18,104.76689288300231
2024-10-19,104.78261327226434
2024-10-20,104.76731443757693
2024-10-21,104.75531441396053
2024-10-22,104.74113243096
2024-10-23,104.75401845877539
2024-10-24,104.725226965356
2024-10-25,104.71739311395237
2024-10-26,104.72176331043771
2024-10-27,104.70880002248335
2024-10-28,104.69284199649006
2024-10-29,104.68997947025194
2024-10-30,104.6911114032599
2024-10-31,104.66357322238736
2024-11-01,104.66810037404684
2024-11-02,104.661573258105
2024-11-03,104.65043391460661
2024-11-04,104.63332663391995
2024-11-05,104.64055805711831
2024-11-06,104.62584992112969
2024-11-07,104.61219680929123
2024-11-08,104.61257745011883
2024-11-09,104.60512457135924
2024-11-10,104.59013925125737
2024-11-11,104.58285491887372
2024-11-12,104.58609064908299
2024-11-13,104.56662347881598
2024-11-14,104.56152740050396
2024-11-15,104.55736973447246
2024-11-16,104.55023579804414
2024-11-17,104.53395784156706
2024-11-18,104.53595083992536
2024-11-19,104.5278717597557
2024-11-20,104.51399100214806
2024-11-21,104.50948138472131
2024-11-22,104.50622546202635
2024-11-23,104.49471686794358
2024-11-24,104.48442182232785
2024-11-25,104.48575372170403
2024-11-26,104.4725475376303
2024-11-27,104.46426942043345
2024-11-28,104.45950686759986
2024-11-29,104.45586846748216
2024-11-30,104.44103569073403
2024-12-01,104.43824462834836
2024-12-02,104.43334761029638
2024-12-03,104.42235589266289
2024-12-04,104.4151306296597
2024-12-05,104.4120880484952
2024-12-06,104.40394603626326
2024-12-07,104.39230051432429
2024-12-08,104.39153637300265
2024-12-09,104.38287688138057
2024-12-10,104.37435885404847
2024-12-11,104.36761338674394
2024-12-12,104.3650990859751
2024-12-13,104.3533207867501
2024-12-14,104.34757606909942
2024-12-15,104.3439311857587
2024-12-16,104.33542039570192
2024-12-17,104.3270917273091
2024-12-18,104.32279366912547
2024-12-19,104.31751299558704
2024-12-20,104.3066894230032
2024-12-21,104.30356335156111
2024-12-22,104.29732471303231
2024-12-23,104.28957222328646
2024-12-24,104.28189776046824
2024-12-25,104.27926000582458
2024-12-26,104.2706358829258
2024-12-27,104.26331103850525
2024-12-28,104.25932050100846
2024-12-29,104.2528003155285
2024-12-30,104.24482602224596
2024-12-31,104.2394568126767
2025-01-01,104.2354493984052
2025-01-02,104.22623140098942
2025-01-03,104.2212154389813
2025-01-04,104.21613887363118
2025-01-05,104.20971328201577
2025-01-06,104.20195138119833
2025-01-07,104.19842741059564
2025-01-08,104.19192595373235
2025-01-09,104.18449268056594
2025-01-10,104.17979437789313
2025-01-11,104.17464412109729
2025-01-12,104.16753715049704
2025-01-13,104.16140685656019
2025-01-14,104.15763256587968
2025-01-15,104.15020687935491
2025-01-16,104.1444002101852
2025-01-17,104.13955027552036
2025-01-18,104.13424072636568
2025-01-19,104.12687314096239
2025-01-20,104.12252533538215
2025-01-21,104.11733440328108
2025-01-22,104.11060715143326
2025-01-23,104.10530765081862
2025-01-24,104.10069535525321
2025-01-25,104.09462533433853
2025-01-26,104.08830078164243
2025-01-27,104.08438460027389
2025-01-28,104.07835265414776
2025-01-29,104.07246956950989
2025-01-30,104.06743587212024
2025-01-31,104.06287113303013
2025-02-01,104.05630929500825
2025-02-02,104.05142375210627
2025-02-03,104.04684986864807
2025-02-04,104.04095129512685
2025-02-05,104.03545393254555
2025-02-06,104.03095345034494
2025-02-07,104.02582759567545
2025-02-08,104.01973476413717
2025-02-09,104.01550653115775
2025-02-10,104.01038484693886
2025-02-11,104.00486496930641
2025-02-12,103.99973660870992
2025-02-13,103.99552703010526
2025-02-14,103.98983302813122
2025-02-15,103.984717444067
2025-02-16,103.98036743433187
2025-02-17,103.97523611907106
2025-02-18,103.96991103815546
2025-02-19,103.96536641304591
2025-02-20,103.96086256858085
2025-02-21,103.95525987401983
2025-02-22,103.95080730121566
2025-02-23,103.94624613198074
2025-02-24,103.94124163805378
2025-02-25,103.93617711972821
2025-02-26,103.93206066887406
2025-02-27,103.92711186542313
2025-02-28,103.92209750111493
2025-03-01,103.91780839084286
2025-03-02,103.9132526375034
2025-03-03,103.90827605128547
2025-03-04,103.90371676819805
2025-03-05,103.89957649182001
2025-03-06,103.89455934264095
2025-03-07,103.8900604816004
2025-03-08,103.88579151946503
2025-03-09,103.88127650359
2025-03-10,103.87643617882505
2025-03-11,103.8723478443147
2025-03-12,103.86795327623973
2025-03-13,103.86323429858328
2025-03-14,103.8589787682615
2025-03-15,103.85480337225823
2025-03-16,103.85025155082828
2025-03-17,103.84578865124008
2025-03-18,103.84184777275162
2025-03-19,103.83735476840269
2025-03-20,103.83297514177164
2025-03-21,103.82887163789063
2025-03-22,103.82476153165759
2025-03-23,103.82024934005257
2025-03-24,103.81620487458572
2025-03-25,103.8121802827722
2025-03-26,103.8078276753436
2025-03-27,103.80367456340116
2025-03-28,103.7997447050041
2025-03-29,103.79559906411743
2025-03-30,103.7913265875484
2025-03-31,103.78750832319054
2025-04-01,103.78343579711927
2025-04-02,103.77929085345923
2025-04-03,103.77532672235233
2025-04-04,103.77151207778908
2025-04-05,103.7673573412016
2025-04-06,103.76341449435056
2025-04-07,103.75964146494523
2025-04-08,103.75564893234844
2025-04-09,103.75167250445105
2025-04-10,103.74791389689882
2025-04-11,103.74410660171132
2025-04-12,103.74009170783245
2025-04-13,103.73638854872938
2025-04-14,103.73263543563228
2025-04-15,103.72876826033938
2025-04-16,103.72496198329793
2025-04-17,103.72136148946494
2025-04-18,103.71754689493818
2025-04-19,103.71376959603035
2025-04-20,103.71018176920951
2025-04-21,103.70650003876462
2025-04-22,103.70274815545108
2025-04-23,103.6991432856962
2025-04-24,103.69560353324174
2025-04-25,103.69187088792367
2025-04-26,103.68830365130304
2025-04-27,103.68479078319719
2025-04-28,103.68119959799698
2025-04-29,103.6775830340777
2025-04-30,103.67415425374872
2025-05-01,103.67063311768678
2025-05-02,103.6670629723897
2025-05-03,103.66363554633725
2025-05-04,103.66021020656187
2025-05-05,103.65670220516387
2025-05-06,103.65325963811493
2025-05-07,103.64993069372505
2025-05-08,103.6464695122817
2025-05-09,103.64306747177609
2025-05-10,103.63974815348074
2025-05-11,103.636407599365
2025-05-12,103.63300138835784
2025-05-13,103.6297288602731
2025-05-14,103.6264509056778
2025-05-15,103.62310505301971
2025-05-16,103.61983892718877
2025-05-17,103.61662425680623
