date,values
2023-05-18,108.02896025420355
2023-05-19,106.44092564533645
2023-05-20,107.21084106493029
2023-05-21,107.77844211092201
2023-05-22,107.59258769227876
2023-05-23,106.80595335970123
2023-05-24,106.97158746973604
2023-05-25,106.74820233530617
2023-05-26,105.78959195399104
2023-05-27,107.31458250711461
2023-05-28,106.60119350101252
2023-05-29,106.4093788350955
2023-05-30,105.88049561846641
2023-05-31,105.14440609188789
2023-06-01,105.76965218130951
2023-06-02,105.56332046626153
2023-06-03,106.3020036560324
2023-06-04,105.67538456534567
2023-06-05,106.19648953567344
2023-06-06,106.38007947109362
2023-06-07,105.75676113253805
2023-06-08,106.83814117907478
2023-06-09,106.79694545432585
2023-06-10,106.58241458406488
2023-06-11,105.97740053180756
2023-06-12,107.66193448093458
2023-06-13,106.7881143717708
2023-06-14,105.9225575609346
2023-06-15,106.69711152129963
2023-06-16,106.09212165964414
2023-06-17,106.23328224417925
2023-06-18,106.38838566479843
2023-06-19,107.2455248715547
2023-06-20,105.16246458046466
2023-06-21,106.20975661853095
2023-06-22,105.99033805143148
2023-06-23,106.3326936806302
2023-06-24,106.13582663486228
2023-06-25,106.20300290548508
2023-06-26,106.06347919305807
2023-06-27,105.40045564277531
2023-06-28,106.51403025231745
2023-06-29,105.89407946907875
2023-06-30,106.17226374104281
2023-07-01,105.518685743283
2023-07-02,106.12691563858641
2023-07-03,105.54817807757408
2023-07-04,105.94752383879597
2023-07-05,106.18919883646862
2023-07-06,105.8852930695225
2023-07-07,105.89116983075684
2023-07-08,105.73608683111092
2023-07-09,106.21713321193349
2023-07-10,105.70889869075828
2023-07-11,106.15247690647213
2023-07-12,105.96020748601732
2023-07-13,105.95479243854895
2023-07-14,105.67747328217844
2023-07-15,106.00949941238243
2023-07-16,105.95477971490597
2023-07-17,105.65784459850678
2023-07-18,105.84872120932688
2023-07-19,105.78057056836246
2023-07-20,105.68868979467011
2023-07-21,105.65605587668763
2023-07-22,105.9168235914961
2023-07-23,105.56693568036835
2023-07-24,105.5914970325913
2023-07-25,105.7310319727709
2023-07-26,105.73866857333084
2023-07-27,105.54224685752563
2023-07-28,105.70824172245213
2023-07-29,105.63495002254786
2023-07-30,105.51810902073373
2023-07-31,105.60217495165816
2023-08-01,105.72358831854339
2023-08-02,105.5303805005279
2023-08-03,105.47275487856524
2023-08-04,105.63639680851654
2023-08-05,105.51832985033528
2023-08-06,105.53761353538592
2023-08-07,105.55222473212086
2023-08-08,105.60741594053034
2023-08-09,105.36614408950697
2023-08-10,105.54118450366852
2023-08-11,105.5302248597862
2023-08-12,105.49481102813908
2023-08-13,105.42830582435174
2023-08-14,105.49372704793622
2023-08-15,105.43706672169739
2023-08-16,105.33411213324214
2023-08-17,105.49236648632784
2023-08-18,105.3925172872242
2023-08-19,105.38128716666165
2023-08-20,105.30188727703487
2023-08-21,105.4356521289595
2023-08-22,105.28207962701241
2023-08-23,105.33824903620729
2023-08-24,105.3603382173881
2023-08-25,105.30703200182842
2023-08-26,105.25946809726972
2023-08-27,105.29275928891269
2023-08-28,105.34215081118818
2023-08-29,105.20553801768084
2023-08-30,105.29619332470395
