date,values
2023-08-31,105.24809978470104
2023-09-01,105.24055144751956
2023-09-02,105.18622288567431
2023-09-03,105.27929482900623
2023-09-04,105.19755973711001
2023-09-05,105.16354362783933
2023-09-06,105.20918370545719
2023-09-07,105.18656076937019
2023-09-08,105.15315585809886
2023-09-09,105.1473863121441
2023-09-10,105.18979867987875
2023-09-11,105.09311407886818
2023-09-12,105.12756206200554
2023-09-13,105.13164212369685
2023-09-14,105.11666340216901
2023-09-15,105.05978315062845
2023-09-16,105.10360762385665
2023-09-17,105.07674098860032
2023-09-18,105.04012808325945
2023-09-19,105.06057450016425
2023-09-20,105.05948130503026
2023-09-21,105.01904793614983
2023-09-22,105.00164367549353
2023-09-23,105.04000147526023
2023-09-24,104.99240632602499
2023-09-25,104.98784339686652
2023-09-26,104.98900998130951
2023-09-27,104.98873312511495
2023-09-28,104.93761139279357
2023-09-29,104.96614385654163
2023-09-30,104.9597291972921
2023-10-01,104.92908455623035
2023-10-02,104.91984480565925
2023-10-03,104.93095279182856
2023-10-04,104.90879541409042
2023-10-05,104.88289560560169
2023-10-06,104.91047540278623
2023-10-07,104.88005267146974
2023-10-08,104.86512372783285
2023-10-09,104.85748788216952
2023-10-10,104.87315604904107
2023-10-11,104.83051457648605
2023-10-12,104.83705363423246
2023-10-13,104.83645912594964
2023-10-14,104.81494676099832
2023-10-15,104.80049965006535
2023-10-16,104.80764082394126
2023-10-17,104.80064404240306
2023-10-18,104.76689288300231
2023-10-19,104.78261327226434
2023-10-20,104.76731443757693
2023-10-21,104.75531441396053
2023-10-22,104.74113243096
2023-10-23,104.75401845877539
2023-10-24,104.725226965356
2023-10-25,104.71739311395237
2023-10-26,104.72176331043771
2023-10-27,104.70880002248335
2023-10-28,104.69284199649006
2023-10-29,104.68997947025194
2023-10-30,104.6911114032599
2023-10-31,104.66357322238736
2023-11-01,104.66810037404684
2023-11-02,104.661573258105
2023-11-03,104.65043391460661
2023-11-04,104.63332663391995
2023-11-05,104.64055805711831
2023-11-06,104.62584992112969
2023-11-07,104.61219680929123
2023-11-08,104.61257745011883
2023-11-09,104.60512457135924
2023-11-10,104.59013925125737
2023-11-11,104.58285491887372
2023-11-12,104.58609064908299
2023-11-13,104.56662347881598
2023-11-14,104.56152740050396
2023-11-15,104.55736973447246
2023-11-16,104.55023579804414
2023-11-17,104.53395784156706
2023-11-18,104.53595083992536
2023-11-19,104.5278717597557
2023-11-20,104.51399100214806
2023-11-21,104.50948138472131
2023-11-22,104.50622546202635
2023-11-23,104.49471686794358
2023-11-24,104.48442182232785
2023-11-25,104.48575372170403
2023-11-26,104.4725475376303
2023-11-27,104.46426942043345
2023-11-28,104.45950686759986
2023-11-29,104.45586846748216
2023-11-30,104.44103569073403
2023-12-01,104.43824462834836
2023-12-02,104.43334761029638
2023-12-03,104.42235589266289
2023-12-04,104.4151306296597
2023-12-05,104.4120880484952
2023-12-06,104.40394603626326
2023-12-07,104.39230051432429
2023-12-08,104.39153637300265
2023-12-09,104.38287688138057
2023-12-10,104.37435885404847
2023-12-11,104.36761338674394
2023-12-12,104.3650990859751
2023-12-13,104.3533207867501
2023-12-14,104.34757606909942
2023-12-15,104.3439311857587
2023-12-16,104.33542039570192
2023-12-17,104.3270917273091
2023-12-18,104.32279366912547
2023-12-19,104.31751299558704
2023-12-20,104.3066894230032
2023-12-21,104.30356335156111
2023-12-22,104.29732471303231
2023-12-23,104.28957222328646
2023-12-24,104.28189776046824
2023-12-25,104.27926000582458
2023-12-26,104.2706358829258
2023-12-27,104.26331103850525
2023-12-28,104.25932050100846
2023-12-29,104.2528003155285
2023-12-30,104.24482602224596
2023-12-31,104.2394568126767
2024-01-01,104.2354493984052
2024-01-02,104.22623140098942
2024-01-03,104.2212154389813
2024-01-04,104.21613887363118
2024-01-05,104.20971328201577
2024-01-06,104.20195138119833
2024-01-07,104.19842741059564
2024-01-08,104.19192595373235
2024-01-09,104.18449268056594
2024-01-10,104.17979437789313
2024-01-11,104.17464412109729
2024-01-12,104.16753715049704
2024-01-13,104.16140685656019
2024-01-14,104.15763256587968
2024-01-15,104.15020687935491
2024-01-16,104.1444002101852
2024-01-17,104.13955027552036
2024-01-18,104.13424072636568
2024-01-19,104.12687314096239
2024-01-20,104.12252533538215
2024-01-21,104.11733440328108
2024-01-22,104.11060715143326
2024-01-23,104.10530765081862
2024-01-24,104.10069535525321
2024-01-25,104.09462533433853
2024-01-26,104.08830078164243
2024-01-27,104.08438460027389
2024-01-28,104.07835265414776
2024-01-29,104.07246956950989
2024-01-30,104.06743587212024
2024-01-31,104.06287113303013
2024-02-01,104.05630929500825
2024-02-02,104.05142375210627
2024-02-03,104.04684986864807
2024-02-04,104.04095129512685
2024-02-05,104.03545393254555
2024-02-06,104.03095345034494
2024-02-07,104.02582759567545
2024-02-08,104.01973476413717
2024-02-09,104.01550653115775
2024-02-10,104.01038484693886
2024-02-11,104.00486496930641
2024-02-12,103.99973660870992
2024-02-13,103.99552703010526
2024-02-14,103.98983302813122
2024-02-15,103.984717444067
2024-02-16,103.98036743433187
2024-02-17,103.97523611907106
2024-02-18,103.96991103815546
2024-02-19,103.96536641304591
2024-02-20,103.96086256858085
2024-02-21,103.95525987401983
2024-02-22,103.95080730121566
2024-02-23,103.94624613198074
2024-02-24,103.94124163805378
2024-02-25,103.93617711972821
2024-02-26,103.93206066887406
2024-02-27,103.92711186542313
2024-02-28,103.92209750111493
2024-02-29,103.91780839084286
2024-03-01,103.9132526375034
2024-03-02,103.90827605128547
2024-03-03,103.90371676819805
2024-03-04,103.89957649182001
2024-03-05,103.89455934264095
2024-03-06,103.8900604816004
2024-03-07,103.88579151946503
2024-03-08,103.88127650359
2024-03-09,103.87643617882505
2024-03-10,103.8723478443147
2024-03-11,103.86795327623973
2024-03-12,103.86323429858328
2024-03-13,103.8589787682615
2024-03-14,103.85480337225823
2024-03-15,103.85025155082828
2024-03-16,103.84578865124008
2024-03-17,103.84184777275162
2024-03-18,103.83735476840269
2024-03-19,103.83297514177164
2024-03-20,103.82887163789063
2024-03-21,103.82476153165759
2024-03-22,103.82024934005257
2024-03-23,103.81620487458572
2024-03-24,103.8121802827722
2024-03-25,103.8078276753436
2024-03-26,103.80367456340116
2024-03-27,103.7997447050041
2024-03-28,103.79559906411743
2024-03-29,103.7913265875484
2024-03-30,103.78750832319054
2024-03-31,103.78343579711927
2024-04-01,103.77929085345923
2024-04-02,103.77532672235233
2024-04-03,103.77151207778908
2024-04-04,103.7673573412016
2024-04-05,103.76341449435056
2024-04-06,103.75964146494523
2024-04-07,103.75564893234844
2024-04-08,103.75167250445105
2024-04-09,103.74791389689882
2024-04-10,103.74410660171132
2024-04-11,103.74009170783245
2024-04-12,103.73638854872938
2024-04-13,103.73263543563228
2024-04-14,103.72876826033938
2024-04-15,103.72496198329793
2024-04-16,103.72136148946494
2024-04-17,103.71754689493818
2024-04-18,103.71376959603035
2024-04-19,103.71018176920951
2024-04-20,103.70650003876462
2024-04-21,103.70274815545108
2024-04-22,103.6991432856962
2024-04-23,103.69560353324174
2024-04-24,103.69187088792367
2024-04-25,103.68830365130304
2024-04-26,103.68479078319719
2024-04-27,103.68119959799698
2024-04-28,103.6775830340777
2024-04-29,103.67415425374872
2024-04-30,103.67063311768678
2024-05-01,103.6670629723897
2024-05-02,103.66363554633725
2024-05-03,103.66021020656187
2024-05-04,103.65670220516387
2024-05-05,103.65325963811493
2024-05-06,103.64993069372505
2024-05-07,103.6464695122817
2024-05-08,103.64306747177609
2024-05-09,103.63974815348074
2024-05-10,103.636407599365
2024-05-11,103.63300138835784
2024-05-12,103.6297288602731
2024-05-13,103.6264509056778
2024-05-14,103.62310505301971
2024-05-15,103.61983892718877
2024-05-16,103.61662425680623
