date,values
2025-02-08,101.54897004603373
2025-02-09,101.48651792524223
2025-02-10,101.71956747179581
2025-02-11,101.11306713964134
2025-02-12,102.03330260888931
2025-02-13,101.38823952640749
2025-02-14,101.53572655830115
2025-02-15,101.54621060463167
2025-02-16,100.81523773910924
2025-02-17,101.39087196755439
2025-02-18,101.87225864547074
2025-02-19,101.80521131475683
2025-02-20,101.54679771750361
2025-02-21,101.48439504035088
2025-02-22,101.71749290517323
2025-02-23,101.11103979153167
2025-02-24,102.03132140456785
2025-02-25,101.386303415611
2025-02-26,101.53383451467109
2025-02-27,101.54436162517008
2025-02-28,100.81343084364707
2025-03-01,101.3891061982319
2025-03-02,101.8705330662297
2025-03-03,101.80352501084433
2025-03-04,101.54514979498708
2025-03-05,101.4827846256443
2025-03-06,101.71591914457396
2025-03-07,101.1095018507679
2025-03-08,102.02981846835637
2025-03-09,101.38483468722495
2025-03-10,101.53239921551767
2025-03-11,101.54295899437778
2025-03-12,100.81206013766231
2025-03-13,101.38776669042488
2025-03-14,101.8692240465092
2025-03-15,101.80224578528126
2025-03-16,101.54389968544666
2025-03-17,101.48156296942652
2025-03-18,101.71472529406232
2025-03-19,101.10833517308608
2025-03-20,102.02867834503273
2025-03-21,101.38372051386469
2025-03-22,101.53131040148239
2025-03-23,101.54189496247243
2025-03-24,100.81102032382915
2025-03-25,101.38675054344453
2025-03-26,101.86823102770838
2025-03-27,101.80127536824726
2025-03-28,101.54295135574827
2025-03-29,101.48063622434132
2025-03-30,101.7138196423102
2025-03-31,101.10745013456878
2025-04-01,102.02781345057934
2025-04-02,101.38287530498296
2025-04-03,101.53048443011565
2025-04-04,101.54108779076206
2025-04-05,100.8102315238825
2025-04-06,101.38597969710808
2025-04-07,101.86747772634604
2025-04-08,101.80053921252377
2025-04-09,101.54223195541752
2025-04-10,101.47993319803946
2025-04-11,101.71313261735345
2025-04-12,101.10677874675592
2025-04-13,102.02715734399861
2025-04-14,101.38223413182335
2025-04-15,101.52985785048261
2025-04-16,101.54047547249723
2025-04-17,100.80963314238768
2025-04-18,101.38539493517314
2025-04-19,101.86690627398075
2025-04-20,101.7999807667935
2025-04-21,101.54168622028263
2025-04-22,101.47939988419836
2025-04-23,101.71261144208925
2025-04-24,101.10626943378655
2025-04-25,102.02665962333037
2025-04-26,101.38174773960779
2025-04-27,101.52938252887662
2025-04-28,101.54001096952639
2025-04-29,100.80917921181268
2025-04-30,101.38495133635922
2025-05-01,101.86647277177018
2025-05-02,101.7995571313809
2025-05-03,101.54127222709312
2025-05-04,101.47899531376855
